"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-73.90538287114623 40.61843956304326)","3","H328181","1010517.60675","164604.778","318","40.61843872","-73.90538025"
"POINT (-73.8984804044954 40.66882814880551)","3","H326438","1012412.593","182964.848","305","40.66882706","-73.89848328"
"POINT (-73.85180907908692 40.86299319502789)","2","H211044","1025240.02","253723.98","211","40.86299133","-73.85180664"
"POINT (-74.24301132716593 40.50025038189647)","5","H501760","916665.816","121625.144","503","40.50025177","-74.24301147"
"POINT (-73.75502005563067 40.722876691528455)","4","H400091","1052154.844","202734.964","413","40.7228775","-73.75502014"
"POINT (-73.903331609423 40.90257950570901)","2","H200252","1010972.836","268126.935","208","40.90258026","-73.90332794"
"POINT (-73.94389671559898 40.71204276067149)","3","H312420","999803.554","198697.859","301","40.71204376","-73.94389343"
"POINT (-73.98266619193275 40.61744913543345)","3","H313521","989062.284","164230.229","311","40.61745071","-73.98266602"
"POINT (-74.17276553388284 40.54779248946242)","5","H505214","936236.092","138899.441","503","40.54779434","-74.17276764"
"POINT (-73.8575918725809 40.890267166574596)","2","H208986","1023624.33","263658.305","212","40.89026642","-73.85758972"
"POINT (-74.13267043911269 40.62293510702641)","5","H506756","947420.521","166256.327","501","40.62293625","-74.13266754"
"POINT (-73.95648713236251 40.71081060293519)","3","H306689","996313.327","198246.962","301","40.71081161","-73.95648956"
"POINT (-73.96463300895036 40.602738739624776)","3","H318921","994070.895","158872.356","315","40.60273743","-73.96463013"
"POINT (-73.98135840481955 40.62806792644486)","3","H314138","989424.534","168099.01","312","40.62806702","-73.98136139"
"POINT (-73.91347478172142 40.85371102145204)","2","H201154","1008186.4635","250319.27625","205","40.85371017","-73.91347504"
"POINT (-73.75904952364279 40.729540824142376)","4","H419751","1051031.259","205159.807","411","40.72954178","-73.75904846"
"POINT (-73.90208874423541 40.66638393604647)","3","H326530","1011412.59775","182073.21325","316","40.66638565","-73.90209198"
"POINT (-73.89367520168628 40.83547609458801)","2","H206815","1013671.91","243681.64","203","40.83547592","-73.89367676"
"POINT (-73.76025866398795 40.608669441120696)","4","H416007","1050816.66","161122.173","414","40.60866928","-73.76026154"
"POINT (-73.91324120511908 40.685432790625626)","3","H322302","1008311.803","189009.992","304","40.68543243","-73.91323853"
"POINT (-73.82101141273107 40.82964017123531)","2","H214114","1033783.559","241588.148","210","40.82963943","-73.8210144"
"POINT (-73.78255312602434 40.71087973863476)","4","H401049","1044535.336","198344.866","412","40.71088028","-73.78255463"
"POINT (-73.91312613197702 40.67857608299877)","3","H321665","1008346.195","186511.928","316","40.67857742","-73.91312408"
"POINT (-73.9795554933167 40.596646002950735)","3","H318302","989927.658","156651.296","311","40.59664536","-73.97955322"
"POINT (-73.94195677502381 40.72792459253246)","3","H307850","1000337.531","204484.447","301","40.72792435","-73.94195557"
"POINT (-73.9549564355052 40.75780585960837)","1","H440542","996728.88675","215369.02275","108","40.75780487","-73.95495605"
"POINT (-74.20994017108292 40.55252105149879)","5","H500892","925908.898","140644.733","503","40.55252075","-74.20993805"
"POINT (-73.77015379324504 40.762119675967874)","4","H420230","1047922.489","217021.014","411","40.76211929","-73.77015686"
"POINT (-73.86272413645264 40.5754103291251)","4","H418594","1022385.0835","148943.825","414","40.57540894","-73.8627243"
"POINT (-73.7513568014189 40.709885111038254)","4","H401357","1053183.67675","198004.61475","413","40.70988511","-73.7513568"
"POINT (-73.94079690250072 40.650267296217955)","3","H320883","1000678.1285","176191.843","317","40.65026855","-73.9407959"
"POINT (-73.79545634457217 40.69916374089235)","4","H408390","1040966.694","194066.883","412","40.69916534","-73.79545593"
"POINT (-73.95445273260627 40.72672873739441)","3","H307263","996874.32","204046.712","301","40.72672873","-73.95445273"
"POINT (-74.0874746436351 40.64498033717465)","5","H510866","959974.94525","174272.22775","501","40.64498138","-74.08747101"
"POINT (-74.17489906067752 40.61296182552801)","5","H501350","935690.562","162643.386","502","40.61296082","-74.17489624"
"POINT (-74.16259259853479 40.60352893192831)","5","H503275","939100.97775","159200.16225","502","40.60352893","-74.16259259"
"POINT (-74.10761669178329 40.63187291214443)","5","H510694","954379.469","169503.066","501","40.63187408","-74.10762024"
"POINT (-73.81907430838294 40.73405842564685)","4","H426993","1034391.561","206765.646","408","40.73405838","-73.81907654"
"POINT (-73.86910334912545 40.85655015463101)","2","H207738","1020459.8885","251368.91375","211","40.85654831","-73.86910248"
"POINT (-73.89943512438371 40.725265915946466)","4","H435704","1012124.138","203526.479","405","40.7252655","-73.89943695"
"POINT (-74.14882605475071 40.55984587571468)","5","H509129","942896.655","143278.561","503","40.55984497","-74.1488266"
"POINT (-73.88010776525363 40.821400383438444)","2","H210024","1017433.271","238558.195","209","40.82139969","-73.88010406"
"POINT (-73.8597493202141 40.70938756525825)","4","H430754","1023133.332","197756.638","405","40.70938873","-73.85974884"
"POINT (-74.15457316841594 40.62565727942153)","5","H503913","941342.052","167258.054","501","40.62565613","-74.15457153"
"POINT (-73.89175481184778 40.8675556827006)","2","H204186","1014188.872","255370.098","207","40.86755753","-73.89175415"
"POINT (-73.76288742950783 40.713546441597956)","4","H409003","1049983.33025","199329.68","412","40.71354644","-73.76288742"
"POINT (-73.92755958414428 40.71229773231604)","3","H312298","1004332.631","198794.076","301","40.71229935","-73.9275589"
"POINT (-73.82498383340872 40.69012287984534)","4","H403610","1032785.785","190755.299","409","40.69012451","-73.82498169"
"POINT (-73.7581872367369 40.706120932329576)","4","H402168","1051293.802","196627.915","412","40.70611954","-73.75818634"
"POINT (-73.90547498468969 40.871582635341355)","2","H201312","1010392.512","256832.882","207","40.87158203","-73.9054718"
"POINT (-73.75525609762622 40.59534873861926)","4","H415800","1052219.23","156272.959","414","40.59534836","-73.75525665"
"POINT (-73.93884920633748 40.716196388221206)","3","H312241","1001201.822","200212.088","301","40.71619797","-73.9388504"
"POINT (-74.12547076103223 40.613690642280304)","5","H507017","949414.335","162885.384","501","40.61368942","-74.12547302"
"POINT (-73.91400470425542 40.70251341810029)","3","H317470","1008093.944","195232.756","304","40.70251465","-73.91400146"
"POINT (-73.88170342439048 40.67062153394659)","3","H330378","1017065.817","183624.068","305","40.67061996","-73.88170624"
"POINT (-74.11862941395209 40.55851047391916)","5","H512012","951286.538","142779.233","503","40.55850983","-74.11862946"
"POINT (-73.98871216642385 40.611855392626175)","3","H313728","987384.038","162192.008","311","40.61185455","-73.9887085"
"POINT (-73.81911545145171 40.77128897366925)","4","H429392","1034352.149","220329.887","407","40.77128983","-73.81911469"
"POINT (-73.86859495446238 40.8429692211879)","2","H210054","1020607.948","246421.08","211","40.84296799","-73.86859131"
"POINT (-73.83983311342085 40.67061823632059)","4","H421513","1028680.755","183641.328","410","40.67061996","-73.83983612"
"POINT (-73.8518213850713 40.57734250555563)","4","H418717","1025412.66225","149652.69875","414","40.57734299","-73.8518219"
"POINT (-73.93931979065327 40.76510976838051)","4","H440075","1001059.025","218032.69","401","40.76511002","-73.93932343"
"POINT (-73.81825986969189 40.71753791963557)","4","H423812","1034629.761","200747.194","408","40.71753693","-73.81826019"
"POINT (-73.94946793612452 40.732717347588014)","3","H307801","998254.6955","206229.30675","301","40.73271","-73.9494"
"POINT (-74.18272371241662 40.52940510118173)","5","H505085","933454.608","132206.111","503","40.52940369","-74.182724"
"POINT (-73.88766819828332 40.660466213425)","3","H329831","1015415.91675","179922.02325","305","40.66046524","-73.88766479"
"POINT (-73.76574629493714 40.671996969474165)","4","H406673","1049231.267","184189.907","412","40.67199707","-73.76574707"
"POINT (-73.86925561512183 40.684539492665195)","3","H330592","1020511.305","188699.683","305","40.68453979","-73.86925507"
"POINT (-73.874007140508 40.660742705739494)","3","H329694","1019205.964","180027.913","305","40.66074371","-73.87400818"
"POINT (-73.97791448589604 40.64080520647586)","3","H309808","990379.327","172739.766","312","40.64080429","-73.9779129"
"POINT (-73.78650404321536 40.58988064941428)","4","H416294","1043546.058","154258.103","414","40.5898819","-73.78650665"
"POINT (-73.89814537637908 40.897387154885116)","2","H201820","1012408.708","266236.773","208","40.89738846","-73.89814758"
"POINT (-73.84046020829079 40.690663935209386)","4","H424766","1028493.496","190944.225","409","40.69066238","-73.84046173"
"POINT (-73.94715639607362 40.63638445037792)","3","H320438","998916.499","171132.816","317","40.63638306","-73.94715881"
"POINT (-73.90739802820633 40.86384439582208)","2","H201396","1009863.642","254012.972","207","40.86384583","-73.90739441"
"POINT (-73.88266262084954 40.67106874589761)","3","H330401","1016799.515","183786.642","305","40.6710701","-73.88265991"
"POINT (-73.8350385825906 40.848828898550266)","2","H213366","1029888.499","248571.684","210","40.84882736","-73.83503723"
"POINT (-73.90567398704928 40.70845468237925)","4","H436505","1010401.473","197399.713","405","40.70845413","-73.9056778"
"POINT (-73.99346393594755 40.67481091954386)","3","H305294","986063.01","185128.29","306","40.67481232","-73.99346161"
"POINT (-73.87536028884404 40.85558170737989)","2","H207787","1018729.537","251013.547","227","40.85558319","-73.87535858"
"POINT (-73.91093216623909 40.62414092125944)","3","H328621","1008974.9","166680.317","318","40.62414169","-73.91093445"
"POINT (-73.95761271762966 40.72447762632712)","3","H307394","995998.865","203226.123","301","40.72447586","-73.95761108"
"POINT (-74.03693358009383 40.62259276256664)","3","H300175","973997.136","166105.87325","310","40.62259293","-74.0369339"
"POINT (-73.90597524087998 40.75470213466655)","4","H437504","1010299.866","214249.007","401","40.75470352","-73.90597534"
"POINT (-73.84043718936552 40.718715957713265)","4","H427645","1028481.263","201164.412","406","40.71871567","-73.84043884"
"POINT (-73.79004245892754 40.743520460060964)","4","H423202","1042429.141","210230.906","411","40.74351883","-73.79003906"
"POINT (-73.88571416778154 40.74151445963783)","4","H435459","1015919.528","209450.992","404","40.74151611","-73.88571167"
"POINT (-73.95234079718807 40.64310166315659)","3","H315192","997476.261","173579.253","317","40.64310074","-73.95233917"
"POINT (-74.20286564098018 40.539432214743634)","5","H502598","927863.82","135871.538","503","40.53943253","-74.2028656"
"POINT (-74.18570091410301 40.54923760068799)","5","H505244","932642.294","139433.284","503","40.5492363","-74.18569946"
"POINT (-73.92650434827857 40.8232744658922)","2","H202028","1004591.25","239226.816","204","40.82327271","-73.92650604"
"POINT (-73.80799678356804 40.76240784658792)","4","H426353","1037438.931","217100.761","407","40.76240921","-73.80799866"
"POINT (-73.75358422112076 40.70191540195817)","4","H402318","1052574.318","195099.277","412","40.70191574","-73.75358582"
"POINT (-73.91931574124305 40.63986734627946)","3","H325606","1006642.374","172407.618","318","40.63986588","-73.91931915"
"POINT (-73.77113733771668 40.67167080433003)","4","H406681","1047736.122","184067.123","412","40.67166901","-73.77114105"
"POINT (-73.85007848206855 40.8456451800625)","2","H210664","1025729.525","247404.258","211","40.8456459","-73.85007477"
"POINT (-73.89240270152516 40.66260768007917)","3","H326584","1014101.394","180700.57","305","40.6626091","-73.89240265"
"POINT (-73.94171003739108 40.602827171898305)","3","H323325","1000436.246","158907.977","315","40.60282898","-73.94171143"
"POINT (-73.87245400494966 40.727232908608876)","4","H432756","1019601.6","204252.852","405","40.72723389","-73.87245178"
"POINT (-73.93549785185168 40.61019734244136)","3","H324046","1002159.299","161594.329","318","40.61019897","-73.9355011"
"POINT (-73.8535415117073 40.903916429325164)","2","H205662","1024735.896","268633.132","212","40.90391541","-73.85353851"
"POINT (-74.07019126868565 40.62009165143972)","5","H515589","964763.981","165200.298","501","40.62009048","-74.07019043"
"POINT (-73.83742312455529 40.784727208947494)","4","H431800","1029272.1335","225215.9395","407","40.784729","-73.83742523"
"POINT (-73.86113174095968 40.891383766803386)","2","H205561","1022644.95","264063.556","212","40.89138412","-73.86112976"
"POINT (-73.99248930998631 40.62444574771952)","3","H308591","986334.9305","166778.89275","312","40.62444687","-73.99249268"
"POINT (-74.13494639097607 40.569571803413815)","5","H509483","946758.764","146815.703","503","40.56957245","-74.13494873"
"POINT (-73.83507789525575 40.65193803460238)","4","H421672","1030012.678","176838.067","410","40.65193939","-73.83507538"
"POINT (-73.77883290251546 40.70420113816235)","4","H402027","1045571.46625","195913.35175","412","40.70420074","-73.77883148"
"POINT (-74.0342497182534 40.630248647932675)","3","H300566","974743.274","168894.813","310","40.63024902","-74.03424835"
"POINT (-73.81470930966572 40.77587277190279)","4","H429534","1035569.046","222002.46525","407","40.77587128","-73.81471252"
"POINT (-73.90614490962571 40.769714516529284)","4","H437941","1010246.9985","219718.4575","401","40.76971436","-73.90614319"
"POINT (-74.18232681529973 40.5361683883284)","5","H504892","933570.07","134669.9","503","40.53616714","-74.18232727"
"POINT (-73.89826085886119 40.846821672439546)","2","H204007","1012398.179","247813.749","206","40.84682083","-73.89826202"
"POINT (-74.17764778497228 40.558342122026104)","5","H505735","934887.044","142745.632","503","40.55834198","-74.17765045"
"POINT (-73.90201587844568 40.81117045771073)","2","H205856","1011373.807","234823.527","202","40.81116867","-73.90201569"
"POINT (-73.91124836070817 40.753191104932895)","4","H437445","1008839.48925","213696.966","401","40.7531929","-73.91124725"
"POINT (-73.845157455521 40.695129849985136)","4","H428251","1027187.983","192568.949","409","40.69512939","-73.84515381"
"POINT (-73.89851751473611 40.85620597985636)","2","H203583","1012323.209","251232.725","205","40.85620499","-73.89851379"
"POINT (-73.76425469508618 40.68203095601996)","4","H405039","1049635.193","187846.673","412","40.68203095","-73.76425469"
"POINT (-74.14753303748786 40.56311818384602)","5","H509069","943257.945","144470.133","503","40.56311798","-74.1475296"
"POINT (-74.08638908650086 40.63632273855859)","5","H511111","960273.087","171117.732","501","40.63632202","-74.08638763"
"POINT (-73.93888103010512 40.59956853039639)","3","H323451","1001222.647","157721.306","315","40.59956741","-73.93888092"
"POINT (-73.82067275071984 40.72856664246832)","4","H424105","1033952.667","204763.911","408","40.72856522","-73.82067108"
"POINT (-74.09274858535075 40.60278155798863)","5","H512806","958495.098","158899.608","502","40.6027832","-74.09275055"
"POINT (-73.80694846578234 40.698840367592005)","4","H402783","1037780.377","193941.837","412","40.69884109","-73.8069458"
"POINT (-73.82329551630721 40.82466945337172)","2","H213736","1033155.107","239775.854","210","40.82466888","-73.82329559"
"POINT (-73.98049288766744 40.61612750979393)","3","H313545","989665.753","163748.853","311","40.61612701","-73.98049164"
"POINT (-73.95805147463206 40.582836682125105)","3","H323236","995901.96275","151622.339","313","40.58283615","-73.95805359"
"POINT (-73.78679443175712 40.727488852983875)","4","H421250","1043343.38225","204392.27825","408","40.72748947","-73.78679657"
"POINT (-73.94615960653168 40.607267124733184)","3","H324174","999199.6735","160524.77525","315","40.60726547","-73.94615936"
"POINT (-73.80625579527457 40.72313653928299)","4","H424035","1037952.866","202794.07","408","40.7231369","-73.80625916"
"POINT (-74.13141968503429 40.634997869239704)","5","H504152","947774.325","170650.585","501","40.63499832","-74.13141632"
"POINT (-73.88195573147398 40.671597817178)","3","H330389","1016995.347","183979.661","305","40.67159653","-73.88195801"
"POINT (-73.74078293318178 40.73243669687913)","4","H418140","1056090.84725","206229.313","413","40.73243713","-73.74078369"
"POINT (-73.81964549862676 40.60671760575512)","4","H409920","1034328.78275","160371.53075","414","40.60671616","-73.81964874"
"POINT (-73.81770213998207 40.775814802780616)","4","H429551","1034740.18175","221979.606","407","40.77581406","-73.81770325"
"POINT (-73.86861473215461 40.8446670363271)","2","H210877","1020601.548","247039.649","211","40.84466553","-73.8686142"
"POINT (-73.90936760935317 40.63885912045433)","3","H325560","1009403.667","172042.994","318","40.6388588","-73.90937042"
"POINT (-73.80109403690206 40.76122184920408)","4","H426301","1039352.115","216672.931","407","40.76122284","-73.80109406"
"POINT (-73.73624920143735 40.762200039254566)","4","H418914","1057314.697","217076.755","411","40.7621994","-73.73625183"
"POINT (-73.87083895798514 40.675176189375634)","3","H330122","1020077.203","185287.714","305","40.67517471","-73.87084198"
"POINT (-73.8998868668673 40.89658771401487)","2","H200300","1011927.589","265944.949","208","40.89658737","-73.89988708"
"POINT (-73.88015760788662 40.74744837079542)","4","H434808","1017456.337","211614.961","404","40.74744797","-73.88015747"
"POINT (-74.15796415434407 40.534873744315284)","5","H508401","940341.106","134185.078","503","40.53487396","-74.15796661"
"POINT (-73.97371178389807 40.67967021700191)","3","H306016","991541.441","186899.698","308","40.67966843","-73.97370911"
"POINT (-73.85014056768168 40.680659270425004)","4","H425295","1025815.182","187294.499","410","40.68066025","-73.85014343"
"POINT (-73.80928027735555 40.72243833905943)","4","H423957","1037115.082","202537.855","408","40.72243881","-73.8092804"
"POINT (-73.95085436774036 40.74216583275313)","4","H440481","997868.522","209671.469","402","40.74216461","-73.95085144"
"POINT (-73.94045668205347 40.63726680666319)","3","H320368","1000775.755","171455.475","317","40.63726807","-73.94046021"
"POINT (-73.94318097831956 40.59652896620511)","3","H323555","1000029.27625","156613.1115","315","40.5965271","-73.9431839"
"POINT (-73.82074699220341 40.783279819758526)","4","H428960","1033891.299","224697.618","407","40.78327942","-73.82074738"
"POINT (-73.89370726616158 40.70238528279113)","4","H434036","1013721.8755","195192.2495","405","40.70238495","-73.89370728"
"POINT (-73.83524587957501 40.74309994078817)","4","H429936","1029903.59825","210050.907","407","40.74309921","-73.83524323"
"POINT (-73.9004698112327 40.778427825444325)","4","H438204","1011815.341","222894.741","401","40.77842712","-73.90046692"
"POINT (-73.83898175435361 40.69007509274889)","4","H424761","1028903.894","190730.443","409","40.69007492","-73.83898163"
"POINT (-74.0765915163459 40.59812808363803)","5","H514890","962980.192","157199.892","502","40.59812927","-74.07659149"
"POINT (-73.9922804232942 40.59882526303278)","3","H313229","986393.739","157444.688","311","40.59882355","-73.99227905"
"POINT (-73.90653075251416 40.70220038616193)","4","H433931","1010166.37","195120.832","405","40.70220184","-73.90653229"
"POINT (-74.13473708524256 40.624623386798774)","5","H507520","946847.764","166872.287","501","40.62462234","-74.13473511"
"POINT (-73.97497128294503 40.635179075432845)","3","H314717","991196.731","170690.234","312","40.63517761","-73.97496796"
"POINT (-73.85123330449724 40.84250645694914)","2","H210848","1025411.957","246260.16","210","40.84250641","-73.85123444"
"POINT (-73.95128420657271 40.6973192433366)","3","H311085","997758.498","193332.416","303","40.69731903","-73.95128632"
"POINT (-73.89754408310584 40.712476793771124)","4","H433671","1012653.73825","198867.6205","405","40.71247864","-73.89754486"
"POINT (-73.95448157012144 40.687219111991496)","3","H311471","996873.807","189652.165","303","40.68721771","-73.95448303"
"POINT (-73.94401957569815 40.62179407361411)","3","H320045","999790.506","165817.694","318","40.62179565","-73.94402313"
"POINT (-74.08560194902138 40.63574555475804)","5","H511112","960491.348","170907.234","501","40.635746","-74.08560181"
"POINT (-73.9231700595694 40.75936195057911)","4","H439009","1005534.49775","215942.08325","401","40.75936127","-73.923172"
"POINT (-74.13333903366232 40.61365683141775)","5","H507061","947229.773","162876.293","501","40.61365509","-74.13333893"
"POINT (-73.84413754257356 40.581341192495934)","4","H418498","1027544.569","151113.222","414","40.58134079","-73.8441391"
"POINT (-73.84158512942935 40.88315423445751)","2","H211908","1028054.706","261074.38","212","40.88315582","-73.84158325"
"POINT (-74.13098517202711 40.61461821015118)","5","H506992","947883.822","163225.562","501","40.61461639","-74.13098145"
"POINT (-73.89378528975962 40.83039369352936)","2","H207047","1013643.692","241829.898","203","40.83039474","-73.89378357"
"POINT (-73.90933327096383 40.73604429700202)","4","H437655","1009376.549","207450.383","402","40.73604584","-73.90933228"
"POINT (-74.18015499331007 40.54674500463684)","5","H505269","934181.678","138521.955","503","40.5467453","-74.18015289"
"POINT (-73.97595678249711 40.62519081746934)","3","H314190","990924.204","167051.168","312","40.62519073","-73.97595978"
"POINT (-73.81864504599878 40.72763103332518)","4","H424102","1034515.37425","204424.19725","408","40.72763062","-73.81864166"
"POINT (-73.95146385119142 40.70696409205843)","3","H306880","997706.737","196846.294","301","40.70696259","-73.95146179"
"POINT (-73.82581178626502 40.667379749681054)","4","H421550","1032572.65275","182468.881","410","40.66738129","-73.82581329"
"POINT (-73.94792751775935 40.61669499321492)","3","H319241","998706.742","163959.296","314","40.6166954","-73.94792938"
"POINT (-73.89476676321509 40.85519027490932)","2","H204633","1013368.504","250862.434","206","40.85519028","-73.89476776"
"POINT (-73.89357704640868 40.860980540343746)","2","H204352","1013687.782","252973.902","205","40.86098099","-73.89357758"
"POINT (-73.9200739386491 40.82657626008543)","2","H202863","1006369.884","240431.338","204","40.82657623","-73.92007446"
"POINT (-73.8790474501364 40.82329951960492)","2","H209960","1017725.785","239250.522","209","40.82329941","-73.87905121"
"POINT (-73.81836439653779 40.769043962731885)","4","H429387","1034561.875","219512.387","407","40.76904297","-73.818367"
"POINT (-73.8973602494533 40.753248410966776)","4","H436828","1012687.297","213722.048","403","40.75325012","-73.89736176"
"POINT (-73.83342282937578 40.82961275684003)","2","H214140","1030348.829","241571.385","210","40.82961273","-73.8334198"
"POINT (-74.13713235742222 40.566509913740965)","5","H509554","946149.706","145701.126","503","40.56650925","-74.13713074"
"POINT (-74.20280441222422 40.537549055455706)","5","H502605","927879.25","135185.421","503","40.53754807","-74.20280457"
"POINT (-73.94694697818998 40.586677286871065)","3","H322977","998985.59","153023.24","315","40.58667755","-73.94694519"
"POINT (-73.95975738824637 40.64399566080685)","3","H315246","995417.878","173903.928","314","40.64399719","-73.95975494"
"POINT (-73.90726404130535 40.64706418772386)","3","H325250","1009984.316","175032.933","318","40.64706421","-73.90726471"
"POINT (-73.97580054036578 40.62954816321221)","3","H314046","990967.137","168638.677","314","40.62954712","-73.97579956"
"POINT (-74.21542023209912 40.52555603534126)","5","H502304","924361.866","130824.467","503","40.52555466","-74.21542358"
"POINT (-73.7455698610788 40.70958467155921)","4","H409005","1054788.35775","197899.763","413","40.70958467","-73.74556986"
"POINT (-73.91328742967671 40.74677747132588)","4","H437268","1008276.859","211359.708","402","40.74677658","-73.9132843"
"POINT (-73.87455051377232 40.896892221934955)","2","H205530","1018931.993","266064.912","212","40.89689255","-73.87454987"
"POINT (-73.9818571147573 40.664552875208614)","3","H304560","989283.349","181391.447","306","40.6645546","-73.9818573"
"POINT (-73.75575852901419 40.70865349397307)","4","H401299","1051964.599","197552.468","412","40.7086525","-73.75576019"
"POINT (-73.99414237415978 40.638936864480584)","3","H309073","985875.695","172058.36","312","40.63893509","-73.99414063"
"POINT (-73.85339906384625 40.74931058890069)","4","H431946","1024869.5435","212304.702","404","40.74930954","-73.85340118"
"POINT (-73.8721481917486 40.68823261938829)","3","H330533","1019707.1","190044.011","305","40.68823242","-73.87214661"
"POINT (-73.96534432335163 40.67864170133336)","3","H310904","993862.433","186525.7875","308","40.67864227","-73.96534729"
"POINT (-73.87737769933882 40.68030589050151)","3","H329979","1018260.846","187154.003","305","40.68030548","-73.87738037"
"POINT (-73.8090794602873 40.75109306010502)","4","H426792","1037147.992","212977.77","407","40.75109482","-73.80908203"
"POINT (-73.78258400908818 40.83995114431929)","2","H214966","1044408.67","245368.868","210","40.83995056","-73.78258514"
"POINT (-73.87233089766569 40.664475731549174)","3","H329587","1019669.045","181388.631","305","40.66447449","-73.87232971"
"POINT (-73.74959386105066 40.596383240056774)","4","H415832","1053790.6405","156654.297","414","40.59638214","-73.74959564"
"POINT (-74.07927959608347 40.63505383914133)","5","H513951","962245.876","170653.572","501","40.63505554","-74.07927704"
"POINT (-73.83215570756721 40.65595193549467)","4","H421806","1030820.72525","178301.97975","410","40.65595245","-73.83215332"
"POINT (-73.9046304874906 40.8569054730358)","2","H203558","1010631.894","251485.677","205","40.85690689","-73.90463257"
"POINT (-74.23257682235341 40.51542640772984)","5","H502081","919582.442","127146.219","503","40.51542664","-74.23257446"
"POINT (-73.90276253053679 40.67280700270949)","3","H326263","1011223.078","184413.109","305","40.67280579","-73.90276337"
"POINT (-73.8765843941127 40.68789613903515)","3","H327193","1018476.983","189919.657","305","40.68789673","-73.87658691"
"POINT (-73.89827576732262 40.77383359619527)","4","H436776","1012424.935","221221.608","401","40.77383423","-73.89827728"
"POINT (-73.79873000474346 40.77167572026989)","4","H425846","1039998.261","220483.108","407","40.77167511","-73.79872894"
"POINT (-73.83114311456752 40.75228229015508)","4","H430026","1031034.03","213398.49025","407","40.75228119","-73.83114624"
"POINT (-73.87820423200696 40.67928303831095)","3","H330069","1018032.115","186781.029","305","40.67928314","-73.87820435"
"POINT (-73.85767396738225 40.69682541139559)","4","H428240","1023716.142","193180.804","409","40.69682693","-73.85767365"
"POINT (-73.83128035651151 40.86085715831817)","2","H213592","1030919.814","252956.012","211","40.86085892","-73.83128357"
"POINT (-73.97396016751223 40.62387286110769)","3","H314184","991478.591","166571.16","312","40.62387466","-73.97396088"
"POINT (-73.9959975625358 40.69478414818783)","3","H301831","985359.886","192405.075","302","40.69478226","-73.99599457"
"POINT (-73.90260163084758 40.64287446339159)","3","H328805","1011279.836","173507.907","318","40.64287567","-73.90260315"
"POINT (-73.94953780474997 40.71560178701824)","3","H307732","998238.924","199993.569","301","40.71560287","-73.94953918"
"POINT (-74.1375284565893 40.62243354482021)","5","H506745","946071.6435","166075.67475","501","40.62243271","-74.13752747"
"POINT (-73.91555157851066 40.62498854329038)","3","H328647","1007692.271","166987.858","318","40.62498856","-73.91555023"
"POINT (-73.96499094891307 40.605062297527724)","3","H318797","993971.162","159718.848","315","40.60506058","-73.96498871"
"POINT (-73.91635826532085 40.818790334490906)","2","H202078","1007400.921","237595.604","201","40.81879044","-73.91635895"
"POINT (-73.8293722080887 40.73946000478318)","4","H427022","1031533.782","208727.881","407","40.73945999","-73.82936859"
"POINT (-73.86671989377157 40.84724240248164)","2","H210764","1021124.382","247978.743","211","40.84724426","-73.86672211"
"POINT (-73.8743257737231 40.64530956599036)","3","H331058","1019125.628","174405.072","356","40.64530945","-73.87432861"
"POINT (-74.16176742733529 40.55773470308471)","5","H505612","939299.302","142515.786","503","40.55773544","-74.16176605"
"POINT (-73.85410497258871 40.8591371129777)","2","H211199","1024607.31","252317.996","211","40.85913849","-73.85410309"
"POINT (-74.1602982762829 40.63279887793524)","5","H501404","939757.583","169862.781","501","40.63279724","-74.16030121"
"POINT (-73.73457288275038 40.68125561693173)","4","H405333","1057868.431","187587.746","413","40.68125534","-73.73457336"
"POINT (-73.84716298189012 40.83397585113087)","2","H212510","1026543.588","243154.086","209","40.83397675","-73.84716034"
"POINT (-74.0303435007777 40.614065420488004)","3","H303113","975825.484","162998.436","310","40.61406708","-74.0303421"
"POINT (-74.06593578161262 40.60876398929705)","5","H515355","965942.2535","161072.41775","501","40.60876398","-74.06593578"
"POINT (-73.7792342388634 40.71897436508848)","4","H400388","1045446.626","201295.388","408","40.71897507","-73.77923584"
"POINT (-74.1648745772657 40.54059097743162)","5","H508237","938424.156","136271.537","503","40.54059219","-74.16487122"
"POINT (-73.83016545402309 40.74719597843415)","4","H429985","1031308.49625","211545.91025","407","40.7471962","-73.83016205"
"POINT (-73.76513437818107 40.679787879463206)","4","H405814","1049393.4","187028.803","412","40.67978668","-73.76513672"
"POINT (-73.83434812940423 40.78155453034518)","4","H431717","1030125.8715","224061.62225","407","40.78155518","-73.83435059"
"POINT (-73.89323036271021 40.7291368472798)","4","H435843","1013842.22725","204938.81375","405","40.72913684","-73.89323036"
"POINT (-73.97874749963452 40.63315946847255)","3","H313920","990148.819","169954.16","312","40.63315964","-73.97874451"
"POINT (-73.94050826364501 40.770542030589375)","1","H439555","1000728.462","220011.617","108","40.77054214","-73.94050598"
"POINT (-73.81130618857857 40.79338924002428)","4","H428782","1036497.843","228386.309","407","40.79338837","-73.81130981"
"POINT (-73.70985276111261 40.73867982600651)","4","H417146","1064655.442","208530.749","413","40.73867798","-73.70985413"
"POINT (-73.90935514425333 40.678117401319156)","3","H321581","1009392.326","186345.877","316","40.67811584","-73.90935516"
"POINT (-74.13185711991267 40.60575034739732)","5","H506516","947636.875","159995.136","502","40.60575104","-74.13185883"
